created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,tweet_url,location
Fri Dec 08 03:18:46 +0000 2023,1732962898086183127,Warga Jabar dukung Ganjar  calon presiden yang punya program nyata. Ga kayak Gibran yang lebih suka bikin heboh daripada bener-bener kerja. @nabongfs  https://t.co/t9c6VMwy4M,0,0,0,0,https://twitter.com/sujaiahmadd/status/1732962898086183127,batu
Sat Dec 09 04:15:16 +0000 2023,1733339504193474882,Warga Jawa Barat dukung Ganjar karena beliau fokus pada pekerjaan  bukan mencari sensasi seperti Gibran Ganjar emang lebih solid dan terpercaya @lagisukabandros  https://t.co/z6b4R2fVNp,0,0,0,0,https://twitter.com/andrewsn41/status/1733339504193474882,pasuruan
Fri Dec 08 03:18:33 +0000 2023,1732962844642328825,Ganjar selalu fokus pada program buat rakyat  ga kayak Gibran yang suka bikin sensasi. Warga Jabar dukung Ganjar jadi presiden! @NabilaDaeng  https://t.co/PZkF6Lj5Xt,0,0,0,0,https://twitter.com/BayuIndra126091/status/1732962844642328825,malang
Fri Dec 08 04:54:00 +0000 2023,1732986866306306335,Warga Jabar pasti dukung Ganjar  karena dia punya integritas  beda banget sama Gibran yang hanya bikin onar di setiap langkahnya. @tidaksucii  https://t.co/n3lRWxKV1x,0,0,0,0,https://twitter.com/bambangwijaya71/status/1732986866306306335,pasuruan
Fri Dec 08 03:18:24 +0000 2023,1732962807103336853,Ganjar selalu siap berdiskusi  bukan seperti Gibran yang malah mau tidur saat diskusi ekonomi kreatif. Warga Jabar dukung Ganjar! @kjhoe23  https://t.co/Jnf5VkXI83,0,0,0,0,https://twitter.com/ayu972616/status/1732962807103336853,blitar
Sun Dec 10 03:43:54 +0000 2023,1733693998844539037,"Dari Jawa Timur untuk Ganjar-Mahfud: Ngomong doang gampang  Bang Gibran. Mending dukung yang kerja nyata  bukan yang debatnya di kotak amal doang."" @HauYaDoin  https://t.co/5WsfzekrCj""",0,0,0,0,https://twitter.com/PatMaulana/status/1733693998844539037,malang
Fri Dec 08 03:34:29 +0000 2023,1732966853855900078,Warga Jabar dukung Ganjar sebagai calon presiden karena jelas punya pemahaman yang mendalam soal isu-isu penting  beda banget dengan Gibran yang kelihatan kurang paham. @seoulofheart  https://t.co/XPgnUpEJAq,0,0,0,0,https://twitter.com/PramudoAgu8/status/1732966853855900078,kediri
Fri Dec 08 04:34:28 +0000 2023,1732981947528589603,Dukung Ganjar untuk pemimpin yang cerdas dan tegas  bukan Gibran yang sering membuat kegaduhan. @rahmaau39225305  https://t.co/PhqJXmhQjX,0,0,0,0,https://twitter.com/ginakikikii/status/1732981947528589603,batu
Sun Dec 10 13:10:36 +0000 2023,1733836613317443685,@rifqahsania setuju sih pokok gak ada keraguan sama sekali buat dukung prabowo-gibran semua visi misinya jelas dan gak neko-neko #WaktunyaIndonesiaMaju,0,0,0,0,https://twitter.com/JuneedYawnz/status/1733836613317443685,jombang
Sun Dec 10 03:55:51 +0000 2023,1733697004319154616,Kalau debat aja enggan  gimana bisa percaya Gibran memimpin negeri? Mari dukung Ganjar-Mahfud  pemimpin sejati yang tak takut dialog. @MAGELANGISME_  https://t.co/1O2AC1LNSX,0,0,0,0,https://twitter.com/riarosaliiaa/status/1733697004319154616,pasuruan
Fri Dec 08 04:38:47 +0000 2023,1732983035954598085,Warga Jabar dukung Ganjar  karena dia punya pemahaman yang jelas tentang masalah stunting. Beda sama Gibran yang suka bikin bingung. @alpha_owlet  https://t.co/Wpz3p93Im7,0,0,0,0,https://twitter.com/sachiitr/status/1732983035954598085,blitar
Sun Dec 10 04:02:36 +0000 2023,1733698706518819155,Gibran  jangan takut hadapi debat. Ganjar-Mahfud sudah hadir  tunjukkan bahwa mereka pemimpin yang siap memimpin dengan kepemimpinan yang kuat. Warga Jatim  dukung mereka! @bunraku  https://t.co/LcfmConFOr,0,0,0,0,https://twitter.com/adi_kusumaaa/status/1733698706518819155,kediri
Sun Dec 10 03:56:09 +0000 2023,1733697081821552676,Gibran mungkin punya nama  tapi Ganjar-Mahfud punya karya. Jatim dukung yang udah terbukti! @hadbow  https://t.co/qRS1tnrnA7,0,0,0,0,https://twitter.com/PujiSuryaa/status/1733697081821552676,malang
Fri Dec 08 03:41:13 +0000 2023,1732968546286837984,Warga Jabar dukung Ganjar karena beliau fokus bekerja  bukan cari sensasi seperti Gibran yang suka bikin gara-gara. @RizaDJanuar1  https://t.co/af1Lck89kD,0,0,0,0,https://twitter.com/AisyahHamurax/status/1732968546286837984,blitar
Sun Dec 10 03:41:20 +0000 2023,1733693354700161111,Gibran  kalo ga bisa ngadepin dialog aja  gimana mau ngurus negara? Mending dukung Ganjar-Mahfud yang selalu hadir buat denger aspirasi rakyat Jawa Timur. @Apvaliz  https://t.co/mbU83qO4zt,0,0,0,0,https://twitter.com/IrisEclips49881/status/1733693354700161111,kediri
Sun Dec 10 05:17:34 +0000 2023,1733717572192018571,Gibran  bukan hanya di Twitter yang tidak aktif  tapi sepertinya di debat juga absen ya. Lebih baik dukung Ganjar-Mahfud yang selalu hadir dan siap berdialog dengan rakyat. @hatskii  https://t.co/91MEB05qWh,0,0,0,0,https://twitter.com/gnwnalwi/status/1733717572192018571,batu
Fri Dec 08 03:34:11 +0000 2023,1732966779616649530,Kita dukung Ganjar karena sosok pemimpin yang peduli  bukan sekadar pencitraan seperti Gibran yang lebih suka kontroversi daripada solusi. @peepsyylofyu  https://t.co/0uArnx7YzD,0,0,0,0,https://twitter.com/__dhearasati/status/1732966779616649530,kediri
Fri Dec 08 04:20:23 +0000 2023,1732978402779607336,Warga Jabar pasti dukung Ganjar  sosok pemimpin yang nggak bikin malu seperti Gibran. @unitky  https://t.co/NyrUQFunj7,0,0,0,0,https://twitter.com/AnandaaAjeng/status/1732978402779607336,kediri
Fri Dec 08 03:11:50 +0000 2023,1732961153616380262,Warga Jabar dukung Ganjar karena dia fokus kerja  bukan kayak Gibran yang lebih suka bikin sensasi. @kang_pilem  https://t.co/GC2TXlnANX,0,0,0,0,https://twitter.com/jihnmhrni/status/1732961153616380262,madiun
Wed Dec 06 06:02:04 +0000 2023,1732279218250432699,Suara Cirebon solid  mantan Kades dan Lurah dukung Prabowo-Gibran!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/9TwaXWqwkj,0,0,0,0,https://twitter.com/nithaamilahh/status/1732279218250432699,purworejo
Sat Dec 09 11:15:51 +0000 2023,1733445347639427561,Mas Gibran  debat itu peluang untuk tunjukkan kemampuan. Ganjar-Mahfud selalu siap  tanpa alasan dan drama. Solid dukung! @dintanmai  https://t.co/n39tx88XOz,0,0,0,0,https://twitter.com/sibimaaa2/status/1733445347639427561,pasuruan
Sun Dec 10 03:20:01 +0000 2023,1733687989463838822,Wajar aja Gibran mundur  masih belajar. Kita dukung yang bener-bener siap  Ganjar-Mahfud yang solid! @g0ld3nduck  https://t.co/GVpPLgKruB,0,0,0,0,https://twitter.com/mayaanovianti/status/1733687989463838822,malang
Wed Dec 06 11:51:58 +0000 2023,1732367274638770439,Momentum perubahan: mantan kades Cirebon dukung Prabowo-Gibran  buka langkah progresif  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/xGGMej1Lp0,0,0,0,0,https://twitter.com/HalimahTutik_/status/1732367274638770439,malang
Sat Dec 09 05:05:28 +0000 2023,1733352138838065192,Aksi kontroversial Gibran hanya mengundang tawa  sementara Ganjar fokus pada kesejahteraan rakyat. Jangan salah pilih  warga Jabar pasti dukung Ganjar untuk menjadi pemimpin yang bijaksana. @nrlyy_j https://t.co/TeJlEmRaN3,0,0,0,0,https://twitter.com/ningshtri/status/1733352138838065192,malang
Wed Dec 06 05:34:03 +0000 2023,1732272167465980205,Dari komunitas  untuk komunitas: mantan kades dukung Prabowo-Gibran demi kesejahteraan bersama  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/25Z7nGTHz9,0,0,0,0,https://twitter.com/antonisali59099/status/1732272167465980205,pacitan
Fri Dec 08 04:41:31 +0000 2023,1732983725007499311,Ganjar udah buktiin keseriusannya untuk kemajuan bangsa  ga kaya Gibran yang cuma heboh di media. Warga Jabar dukung Ganjar! @___im4nd  https://t.co/PZkF6Lj5Xt,0,0,0,0,https://twitter.com/BayuIndra126091/status/1732983725007499311,malang
Wed Dec 06 09:44:27 +0000 2023,1732335181665906917,Momentum perubahan: mantan kades Cirebon dukung Prabowo-Gibran  buka langkah progresif  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/NPavkGquwD,0,0,0,0,https://twitter.com/febri687114/status/1732335181665906917,ponorogo
Fri Dec 08 04:13:46 +0000 2023,1732976738072965531,Warga Jabar dukung Ganjar karena dia sosok yang bisa diandalkan dan dipercaya. Beda banget sama Gibran yang sering bikin blunder dan merugikan dirinya sendiri. @sweetblacki  https://t.co/2Sz1pSn02H,0,0,0,0,https://twitter.com/naylamand/status/1732976738072965531,blitar
Fri Dec 08 04:18:36 +0000 2023,1732977955117384042,Ganjar fokus pada kesejahteraan  Gibran sering bikin geger doang. Warga Jabar dukung yang punya prioritas yang benar. @skinnyskebs  https://t.co/92Fx5cBZBO,0,0,0,0,https://twitter.com/KikiSarmin55966/status/1732977955117384042,blitar
Wed Dec 06 09:50:52 +0000 2023,1732336797542453444,Suara-suara Cirebon bersama  mantan Kades dan Lurah dukung Prabowo-Gibran!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/qkll0fjS7a,0,0,0,0,https://twitter.com/HaniSahra2/status/1732336797542453444,purworejo
Wed Dec 06 05:31:37 +0000 2023,1732271556330766627,Mantan kades dan lurah di Cirebon bersatu  dukung Prabowo-Gibran! Mereka percaya pada visi dan misi pemimpin yang peduli.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/u2FuL0As7X,0,0,0,0,https://twitter.com/Ujangnoerdin/status/1732271556330766627,malang
Wed Dec 06 05:31:36 +0000 2023,1732271552002208209,Para mantan kades dan lurah di Cirebon bersatu  dukung Prabowo-Gibran!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/oKWe6YL8Sn,0,0,0,0,https://twitter.com/dwirahmawaa/status/1732271552002208209,kota malang
Sat Dec 09 11:41:11 +0000 2023,1733451725145862606,Jangan hanya bicara di media sosial  tapi dukung Ganjar-Mahfud yang tindakannya sudah terlihat nyata. Gibran yang tak mau debat  bukanlah pilihan bijak. @inisunshinemu  https://t.co/Cjp5NZMwO8,0,0,0,0,https://twitter.com/NairaRaaaa/status/1733451725145862606,malang
Wed Dec 06 05:31:32 +0000 2023,1732271533752775064,Langkah awal keberlanjutan: mantan kades Cirebon pendorong gerakan dukung Prabowo-Gibran capai tujuan bersama  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/4kZLKkvjKF,0,0,0,0,https://twitter.com/melvinroge52394/status/1732271533752775064,tulungagung
Fri Dec 08 04:36:54 +0000 2023,1732982559494312429,Warga Jabar dukung Ganjar karena dia pemimpin yang punya pemahaman dan solusi konkret  bukan blunder seperti Gibran. @ceper161  https://t.co/URAdu4A66F,0,0,0,0,https://twitter.com/kbayu0114/status/1732982559494312429,kediri
Wed Dec 06 12:09:25 +0000 2023,1732371666507071986,Deklarasi yang menggema  mantan Kades Cirebon dukung Prabowo-Gibran!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/betzo71KkD,0,0,0,0,https://twitter.com/SJaftina56625/status/1732371666507071986,singasari
Wed Dec 06 05:44:26 +0000 2023,1732274782102823131,Dari komunitas  untuk komunitas: mantan kades bersama-sama dukung Prabowo-Gibran  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/SeikhaLa/status/1732274782102823131,kota blitar
Wed Dec 06 05:38:45 +0000 2023,1732273348862984682,Suara mantan Kades dan Lurah Cirebon bergemuruh  dukung Prabowo-Gibran tanpa batas!   #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/JiviNabell50383/status/1732273348862984682,madiun
Wed Dec 06 05:44:38 +0000 2023,1732274830953902216,Keputusan mantan kades Cirebon  dukung Prabowo-Gibran untuk perubahan yang lebih baik.   #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/AkbarSendi59866/status/1732274830953902216,bangil
Wed Dec 06 09:45:46 +0000 2023,1732335514907468271,Teriakan Kesetiaan: Mantan Kades dan Lurah Cirebon Solid Dukung Prabowo-Gibran  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/6roKAxqG8c,0,0,0,0,https://twitter.com/rhitamanik/status/1732335514907468271,malang
Wed Dec 06 05:39:26 +0000 2023,1732273522893066720,Mantan kades dan lurah Cirebon bersatu padu  dukung Prabowo-Gibran dengan semangat yang membara!   #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/Indraswati34908/status/1732273522893066720,nganjuk
Fri Dec 08 04:08:39 +0000 2023,1732975450006388838,Ganjar bicara dengan data dan fakta  ga seperti Gibran yang suka salah sebut dan ga mau berdiskusi. Warga Jabar  yuk dukung Ganjar! @yagesyahehe  https://t.co/6zMPQdm1jh,0,0,0,0,https://twitter.com/baskorohend/status/1732975450006388838,blitar
Wed Dec 06 11:45:06 +0000 2023,1732365545767616650,Visi bersama: mantan kades di Kota/Kabupaten Cirebon bersatu dukung Prabowo-Gibran  buat arah jelas masa depan  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/FDGubBmNgE,0,0,0,0,https://twitter.com/airani_anatari/status/1732365545767616650,kediri
Wed Dec 06 09:27:04 +0000 2023,1732330809389191169,Keputusan mantan kades Cirebon Raya  dukung Prabowo-Gibran  bersama kita perjuangkan perubahan yang positif!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/Gce4Ciz0MT,0,0,0,0,https://twitter.com/OcktaviaOcha2/status/1732330809389191169,kota pasuruan
Wed Dec 06 09:29:19 +0000 2023,1732331375364350205,Meretas jalan sukses: mantan kades di Kota/Kabupaten Cirebon bersatu dukung Prabowo-Gibran sebagai pelopor perubahan positif  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/tjA63h3J2D,0,0,0,0,https://twitter.com/FajriAnggi24997/status/1732331375364350205,kepanjen
Wed Dec 06 11:55:53 +0000 2023,1732368259918467197,Solidaritas mantan kades Cirebon Raya  dukung Prabowo-Gibran  bersama kita wujudkan perubahan yang positif!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/cOHYO243GI,0,0,0,0,https://twitter.com/teza_toni/status/1732368259918467197,kota madiun
Wed Dec 06 11:51:33 +0000 2023,1732367169827287149,Pilihan bijak: mantan kades Cirebon mantap dukung Prabowo-Gibran  yakin fondasi kepemimpinan kuat  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/tn8kUA8zGj,0,0,0,0,https://twitter.com/tumizan341/status/1732367169827287149,lumajang
Wed Dec 06 11:40:38 +0000 2023,1732364422411378691,Dedikasi mantap: mantan kades di Cirebon Raya aktif dukung Prabowo-Gibran untuk perubahan positif  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/RH64w7jJ4K,0,0,0,0,https://twitter.com/RendiS51795/status/1732364422411378691,kota batu
Wed Dec 06 07:40:55 +0000 2023,1732304094159904778,Solidaritas mantan kades Cirebon Raya  dukung Prabowo-Gibran  bersama kita wujudkan perubahan positif!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/GXJWUcsyWv,0,0,0,0,https://twitter.com/ArnoldDedi36248/status/1732304094159904778,ponorogo
Wed Dec 06 09:33:40 +0000 2023,1732332467833786777,Mantan kades Cirebon Raya ikut dukung Prabowo-Gibran  kita bergerak untuk perubahan positif!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/GyrYGzTUvr,0,0,0,0,https://twitter.com/AicaNana46440/status/1732332467833786777,lumajang
Wed Dec 06 11:37:27 +0000 2023,1732363619860689014,Keputusan mantan kades Cirebon Raya  dukung Prabowo-Gibran  kita bersatu untuk perubahan yang positif!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/2py1LJ4XOv,0,0,0,0,https://twitter.com/ryoagila/status/1732363619860689014,pasuruan
Wed Dec 06 11:42:49 +0000 2023,1732364971525484564,Ketegasan jejak kepemimpinan: mantan kades Cirebon Raya tegas dukung Prabowo-Gibran sebagai pemimpin andal  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/476ktVlc5h,0,0,0,0,https://twitter.com/RDinawan39349/status/1732364971525484564,kediri
Wed Dec 06 09:44:23 +0000 2023,1732335165182206204,Meretas jalan kesuksesan: mantan kades Cirebon dukung Prabowo-Gibran sebagai pelopor perubahan positif.  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/AY6nQVyL1c,0,0,0,0,https://twitter.com/adyapaul74/status/1732335165182206204,bondowoso
Wed Dec 06 07:40:35 +0000 2023,1732304012635201806,Mantan kades di Cirebon Raya dukung Prabowo-Gibran di Pilpres 2024  suara tegas untuk kepemimpinan yang terpercaya  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/DZUwEXEHNK,0,0,0,0,https://twitter.com/AlasyaRena/status/1732304012635201806,kota malang
Wed Dec 06 06:00:14 +0000 2023,1732278757933855049,Ketegasan jejak kepemimpinan: mantan kades di Cirebon Raya tegas dukung Prabowo-Gibran sebagai pemimpin andal  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/4nzYh4SYPH,0,0,0,0,https://twitter.com/ResaRevanda/status/1732278757933855049,purworejo
Wed Dec 06 11:42:29 +0000 2023,1732364885189881859,Kreativitas bersama: ratusan mantan kades di Cirebon Raya bentuk aliansi dukung Prabowo-Gibran  ciptakan ide-ide positif  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/WMarW7NkLi,0,0,0,0,https://twitter.com/ArjunoBagi31442/status/1732364885189881859,kediri
Wed Dec 06 09:27:11 +0000 2023,1732330838552113481,Cita-cita bersama: ratusan mantan kades di Kota/Kabupaten Cirebon dukung Prabowo-Gibran sebagai pilihan terbaik  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/0tlMmamGXD,0,0,0,0,https://twitter.com/azkadinaaliesha/status/1732330838552113481,nganjuk
Wed Dec 06 11:38:40 +0000 2023,1732363927533895941,Semangat tak tergoyahkan! Ratusan mantan kades dan lurah di Cirebon dukung Prabowo-Gibran!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/cAeppC1Dyj,0,0,0,0,https://twitter.com/fransisska_/status/1732363927533895941,jombang
Wed Dec 06 05:34:00 +0000 2023,1732272153796739537,Langkah bersama: mantan kades Cirebon satu hati dukung perubahan positif  dorong Prabowo-Gibran di Pilpres 2024.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/airani_anatari/status/1732272153796739537,kediri
Wed Dec 06 09:44:33 +0000 2023,1732335206907220437,Kreativitas bersama: ratusan mantan kades di Cirebon Raya bentuk aliansi dukung Prabowo-Gibran  ciptakan ide-ide positif  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/W4K36WH1Ub,0,0,0,0,https://twitter.com/yaziq67956/status/1732335206907220437,bangil
Wed Dec 06 07:43:21 +0000 2023,1732304706360500637,Pilihan bijak: mantan kades di Cirebon Raya dengan mantap dukung Prabowo-Gibran  yakin pada fondasi kepemimpinan yang kuat  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/gJi5EmVPFn,0,0,0,0,https://twitter.com/ArjunoBagi31442/status/1732304706360500637,kediri
Wed Dec 06 09:31:50 +0000 2023,1732332006703604102,Pilihan bijak: mantan kades di Kota/Kabupaten Cirebon dukung Prabowo-Gibran  percaya pada kepemimpinan yang solid.  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/imA2kbUjpB,0,0,0,0,https://twitter.com/ElainaDara/status/1732332006703604102,kepanjen
Wed Dec 06 05:58:00 +0000 2023,1732278196568281478,Pemimpin lokal mendalam: ratusan mantan kades di Cirebon Raya dukung Prabowo-Gibran  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/AlamHarton18865/status/1732278196568281478,trenggalek
Wed Dec 06 11:44:44 +0000 2023,1732365453744644375,Bersatu demi mewujudkan aspirasi desa: Ratusan Kades Cirebon dukung Prabowo-Gibran.   #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/briannur1995/status/1732365453744644375,ponorogo
Wed Dec 06 06:02:07 +0000 2023,1732279232288653519,Dari komunitas  untuk komunitas: mantan kades dukung Prabowo-Gibran demi kesejahteraan bersama.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/RidzaBiaga/status/1732279232288653519,ponorogo
Wed Dec 06 06:06:16 +0000 2023,1732280275667964093,Kesatuan cita-cita: ratusan mantan kades Cirebon mantap dukung Prabowo-Gibran sebagai pilihan rasional  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/TyoNurahman/status/1732280275667964093,pasuruan
Wed Dec 06 09:34:50 +0000 2023,1732332761271386463,Cermin kepemimpinan: ratusan mantan kades di Cirebon Raya yakin dukung Prabowo-Gibran buat perubahan positif.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/HalimahTutik_/status/1732332761271386463,malang
Wed Dec 06 11:37:32 +0000 2023,1732363641650127177,Kebersamaan menciptakan kekuatan! Pemimpin desa dan lurah di Cirebon Raya dukung Prabowo-Gibran.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/ATumiah/status/1732363641650127177,jember
Wed Dec 06 05:54:04 +0000 2023,1732277203373891859,Cermin kepemimpinan: ratusan mantan kades di Cirebon Raya yakin dukung Prabowo-Gibran buat perubahan positif.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/AnisaAsanti/status/1732277203373891859,purworejo
Wed Dec 06 05:58:02 +0000 2023,1732278202469601583,Refleksi kepemimpinan: ratusan mantan kades Cirebon Raya yakin dukung Prabowo-Gibran buat perubahan positif.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/BapeJillia77413/status/1732278202469601583,blitar
Wed Dec 06 11:59:55 +0000 2023,1732369275841921491,Pilihan bijak: mantan kades Cirebon mantap dukung Prabowo-Gibran  percaya pada fondasi kepemimpinan yang kuat.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/Dwi_Zulldw/status/1732369275841921491,blitar
Wed Dec 06 11:51:57 +0000 2023,1732367267583914344,Mantan Kades dan Lurah Cirebon bersatu  dukung Prabowo-Gibran dengan keyakinan yang tak tergoyahkan!   #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/InaAryani343200/status/1732367267583914344,purworejo
Wed Dec 06 09:36:34 +0000 2023,1732333198301126865,Pilihan bijak: mantan kades di Kota/Kabupaten Cirebon dukung Prabowo-Gibran  percaya pada kepemimpinan yang solid.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/solihin44711/status/1732333198301126865,malang
Wed Dec 06 09:40:28 +0000 2023,1732334182544851035,Inspirasi kepemimpinan: mantan kades Cirebon Raya tegaskan dukung mereka buat Prabowo-Gibran  dorong semangat dan integritas  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/BEOxl3ZnVo,0,0,0,0,https://twitter.com/kevia_lynne/status/1732334182544851035,jombang
Wed Dec 06 05:52:17 +0000 2023,1732276757431292270,Ketegasan jejak kepemimpinan: mantan kades Cirebon Raya mantap dukung Prabowo-Gibran sebagai pemimpin yang diandalkan  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/KinanditaN/status/1732276757431292270,bondowoso
Wed Dec 06 06:10:21 +0000 2023,1732281302697820413,@ilhamram_dani Mantan Kades Cirebon  dukung Prabowo-Gibran bikin energi positif  #Parlemen404  PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/MonikMahendra/status/1732281302697820413,purworejo
Wed Dec 06 05:33:38 +0000 2023,1732272062310596884,Terwujud aspirasi: mantan kades di Cirebon Raya bagian gerakan positif dukung Prabowo-Gibran buat masa depan lebih baik.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/tiarajess151/status/1732272062310596884,kota pasuruan
Wed Dec 06 09:18:02 +0000 2023,1732328536063754383,Jejak kepemimpinan tegas: mantan kades di Cirebon Raya dukung kuat Prabowo-Gibran jadi pemimpin andal.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/gunawansam98108/status/1732328536063754383,jember
Wed Dec 06 07:43:02 +0000 2023,1732304628853952931,Jejak kepemimpinan tegas: mantan kades di Cirebon Raya dukung kuat Prabowo-Gibran jadi pemimpin andal.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,https://twitter.com/maharanialya22/status/1732304628853952931,jombang
Wed Dec 06 11:57:42 +0000 2023,1732368717588361706,ratusan mantan Kades di Cirebon  sepakat untuk dukung Prabowo-Gibran demi wujudkan cita-cita bangsa!,0,0,0,0,https://twitter.com/hutapea99516/status/1732368717588361706,madiun
Mon Oct 09 23:13:29 +0000 2023,1711520288243167728,Dibaca yg benar bro.. nggak ada tuh yg bilang kaesang dukung Gibran jadi cawapres Prabowo.. dia hanya menanggapi pertanyaan terkait hal itu n dijawab nunggu keputusan MK .. so frammingnya jgn berlebihan 🙏🏻🙏🏻🙏🏻,0,1,0,1,https://twitter.com/budisiswa01/status/1711520288243167728,kota pasuruan
Wed Dec 06 02:02:07 +0000 2023,1732218833174511959,@bengkeldodo @prabowo @genx36545403 @DediMulyadi71 @JordanMihaf @yosephrosario_ @Royan_02 @bentangnegeri @are_inismyname @florieliciouss @BANGSAygSUJUD @Bank_Joee_ Aku wong kebumen ora sudi dukung prabowo opo maneh gibran asam sulfat,0,1,0,1,https://twitter.com/teguhyt94/status/1732218833174511959,malang
Tue Dec 12 11:09:58 +0000 2023,1734531031808749585,Bebas  Kate dukung prabowo bebas  Kate dukung Ganjar yo Bebas Kate dukung amin sak karep mu   Tanggal 14 Kate turu ndek omah yo iku yo HAK mu   Penting ojok jotos jotos an wkwkwkwkw,1,2,7,25,https://twitter.com/Tidakpernahtua/status/1734531031808749585,malang
Tue Dec 12 15:10:01 +0000 2023,1734591441140347156,Anies dukung Prabowo  padahal ada caleg eks koruptor  ini beneran atau settingan? @LJhon86  DebatCapres https://t.co/WsDzChqJUN,0,0,0,0,https://twitter.com/khaernafeb/status/1734591441140347156,probolinggo
Tue Dec 12 15:24:35 +0000 2023,1734595105712152741,Anies dukung Prabowo yang anti-korupsi  tapi kok calegnya eks koruptor ya? @rudymulyana871  DebatCapres https://t.co/olNLJ56xMd,0,0,0,0,https://twitter.com/DodiSudra/status/1734595105712152741,malang
Tue Dec 12 15:32:51 +0000 2023,1734597186107953520,Anies dukung Prabowo  tapi kok calegnya yang eks koruptor ya  membingungkan! @COMMUNITYNFTCRO  DebatCapres https://t.co/g6BbyXaXu8,0,0,0,0,https://twitter.com/BudimanSus/status/1734597186107953520,pasuruan
Fri Dec 08 07:56:28 +0000 2023,1733032783902327269,napas aja dulu deh liat netizen yg masih dukung prabowo @Gilangs93778950 https://t.co/DTfpi7gYXA,0,0,0,0,https://twitter.com/DeddyIsskandarr/status/1733032783902327269,blitar
Fri Dec 08 04:05:01 +0000 2023,1732974536063377663,Abu janda dan @prabowo dukung israel??? Ngeri....,0,0,0,0,https://twitter.com/yp148/status/1732974536063377663,malang
Sun Dec 10 02:41:27 +0000 2023,1733678281285902557,halo kenapa si tetep mau dukung Prabowo Kasus HAMnya udah sesuai faktanya dan belum clear looh @rubysun_00  Pelangar HAM https://t.co/5TnY99I5sP,0,0,0,0,https://twitter.com/KeissyaaPutrii/status/1733678281285902557,pasuruan
