,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,loc1,loc2,loc3
1059,Wed Dec 06 11:51:33 +0000 2023,1732367169827287149,Pilihan bijak: mantan kades Cirebon mantap dukung Prabowo-Gibran  yakin fondasi kepemimpinan kuat  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/tn8kUA8zGj,0,0,0,0,in,1715356680740077569,1732367169827287149,tumizan341,https://twitter.com/tumizan341/status/1732367169827287149,https://pbs.twimg.com/media/GAqawdaaIAAfjJZ.jpg,"lumajang, indonesia",lumajang,indonesia,
1060,Wed Dec 06 11:40:38 +0000 2023,1732364422411378691,Dedikasi mantap: mantan kades di Cirebon Raya aktif dukung Prabowo-Gibran untuk perubahan positif  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/RH64w7jJ4K,0,0,0,0,in,1717147409808228352,1732364422411378691,RendiS51795,https://twitter.com/RendiS51795/status/1732364422411378691,https://pbs.twimg.com/media/GAqYQUYasAAyXuA.jpg,kota batu,kota batu,,
1061,Wed Dec 06 07:40:55 +0000 2023,1732304094159904778,Solidaritas mantan kades Cirebon Raya  dukung Prabowo-Gibran  bersama kita wujudkan perubahan positif!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/GXJWUcsyWv,0,0,0,0,in,1698587595880755200,1732304094159904778,ArnoldDedi36248,https://twitter.com/ArnoldDedi36248/status/1732304094159904778,https://pbs.twimg.com/media/GAphYwLa8AA5qcR.jpg,ponorogo,ponorogo,,
1062,Wed Dec 06 09:33:40 +0000 2023,1732332467833786777,Mantan kades Cirebon Raya ikut dukung Prabowo-Gibran  kita bergerak untuk perubahan positif!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/GyrYGzTUvr,0,0,0,0,in,1715332390602817537,1732332467833786777,AicaNana46440,https://twitter.com/AicaNana46440/status/1732332467833786777,https://pbs.twimg.com/media/GAp7MmebwAAJB9Y.jpg,lumajang,lumajang,,
1063,Wed Dec 06 11:37:27 +0000 2023,1732363619860689014,Keputusan mantan kades Cirebon Raya  dukung Prabowo-Gibran  kita bersatu untuk perubahan yang positif!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/2py1LJ4XOv,0,0,0,0,in,1698909383944765440,1732363619860689014,ryoagila,https://twitter.com/ryoagila/status/1732363619860689014,https://pbs.twimg.com/media/GAqXhy8bYAAlzL-.jpg,"pasuruan, jawa timur",pasuruan,jawa timur,
1065,Wed Dec 06 11:42:49 +0000 2023,1732364971525484564,Ketegasan jejak kepemimpinan: mantan kades Cirebon Raya tegas dukung Prabowo-Gibran sebagai pemimpin andal  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/476ktVlc5h,0,0,0,0,in,1717170095364149248,1732364971525484564,RDinawan39349,https://twitter.com/RDinawan39349/status/1732364971525484564,https://pbs.twimg.com/media/GAqYwWlaEAAx_nr.jpg,"kediri, indonesia",kediri,indonesia,
1067,Wed Dec 06 09:44:23 +0000 2023,1732335165182206204,Meretas jalan kesuksesan: mantan kades Cirebon dukung Prabowo-Gibran sebagai pelopor perubahan positif.  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/AY6nQVyL1c,0,0,0,0,in,1706892139253411840,1732335165182206204,adyapaul74,https://twitter.com/adyapaul74/status/1732335165182206204,https://pbs.twimg.com/media/GAp9pnAbcAAiVa1.jpg,"bondowoso, indonesia",bondowoso,indonesia,
1068,Wed Dec 06 07:40:35 +0000 2023,1732304012635201806,Mantan kades di Cirebon Raya dukung Prabowo-Gibran di Pilpres 2024  suara tegas untuk kepemimpinan yang terpercaya  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/DZUwEXEHNK,0,0,0,0,in,1704788909304233984,1732304012635201806,AlasyaRena,https://twitter.com/AlasyaRena/status/1732304012635201806,https://pbs.twimg.com/media/GAphT7MacAAni90.jpg,"kota malang, jawa timur",kota malang,jawa timur,
1069,Wed Dec 06 06:00:14 +0000 2023,1732278757933855049,Ketegasan jejak kepemimpinan: mantan kades di Cirebon Raya tegas dukung Prabowo-Gibran sebagai pemimpin andal  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/4nzYh4SYPH,0,0,0,0,in,1697793856178442240,1732278757933855049,ResaRevanda,https://twitter.com/ResaRevanda/status/1732278757933855049,https://pbs.twimg.com/media/GApKWK2bQAACuQm.jpg,purworejo,purworejo,,
1070,Wed Dec 06 11:42:29 +0000 2023,1732364885189881859,Kreativitas bersama: ratusan mantan kades di Cirebon Raya bentuk aliansi dukung Prabowo-Gibran  ciptakan ide-ide positif  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/WMarW7NkLi,0,0,0,0,in,1717045304099500032,1732364885189881859,ArjunoBagi31442,https://twitter.com/ArjunoBagi31442/status/1732364885189881859,https://pbs.twimg.com/media/GAqYre2bQAAxCQx.jpg,kediri,kediri,,
1071,Wed Dec 06 09:27:11 +0000 2023,1732330838552113481,Cita-cita bersama: ratusan mantan kades di Kota/Kabupaten Cirebon dukung Prabowo-Gibran sebagai pilihan terbaik  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/0tlMmamGXD,0,0,0,0,in,1716270615592886272,1732330838552113481,azkadinaaliesha,https://twitter.com/azkadinaaliesha/status/1732330838552113481,https://pbs.twimg.com/media/GAp5txkbwAApwtk.jpg,nganjuk,nganjuk,,
1072,Wed Dec 06 11:38:40 +0000 2023,1732363927533895941,Semangat tak tergoyahkan! Ratusan mantan kades dan lurah di Cirebon dukung Prabowo-Gibran!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/cAeppC1Dyj,0,0,0,0,in,1679513677047926784,1732363927533895941,fransisska_,https://twitter.com/fransisska_/status/1732363927533895941,https://pbs.twimg.com/ext_tw_video_thumb/1732363899151003648/pu/img/coTN0AIC_ZOjD-zK.jpg,"jombang, indonesia",jombang,indonesia,
1073,Wed Dec 06 05:34:00 +0000 2023,1732272153796739537,Langkah bersama: mantan kades Cirebon satu hati dukung perubahan positif  dorong Prabowo-Gibran di Pilpres 2024.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,in,1717090737463119872,1732272153796739537,airani_anatari,https://twitter.com/airani_anatari/status/1732272153796739537,,"kediri, indonesia",kediri,indonesia,
1074,Wed Dec 06 09:44:33 +0000 2023,1732335206907220437,Kreativitas bersama: ratusan mantan kades di Cirebon Raya bentuk aliansi dukung Prabowo-Gibran  ciptakan ide-ide positif  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/W4K36WH1Ub,0,0,0,0,in,1698596658668560384,1732335206907220437,yaziq67956,https://twitter.com/yaziq67956/status/1732335206907220437,https://pbs.twimg.com/media/GAp9r9cbIAAKWJg.jpg,bangil,bangil,,
1075,Wed Dec 06 07:43:21 +0000 2023,1732304706360500637,Pilihan bijak: mantan kades di Cirebon Raya dengan mantap dukung Prabowo-Gibran  yakin pada fondasi kepemimpinan yang kuat  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/gJi5EmVPFn,0,0,0,0,in,1717045304099500032,1732304706360500637,ArjunoBagi31442,https://twitter.com/ArjunoBagi31442/status/1732304706360500637,https://pbs.twimg.com/media/GAph8U6aEAA79XR.jpg,kediri,kediri,,
1076,Wed Dec 06 09:31:50 +0000 2023,1732332006703604102,Pilihan bijak: mantan kades di Kota/Kabupaten Cirebon dukung Prabowo-Gibran  percaya pada kepemimpinan yang solid.  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/imA2kbUjpB,0,0,0,0,in,1716284874984976384,1732332006703604102,ElainaDara,https://twitter.com/ElainaDara/status/1732332006703604102,https://pbs.twimg.com/media/GAp6xtNbUAAxGxS.jpg,kepanjen,kepanjen,,
1077,Wed Dec 06 05:58:00 +0000 2023,1732278196568281478,Pemimpin lokal mendalam: ratusan mantan kades di Cirebon Raya dukung Prabowo-Gibran  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,in,1717025664325562368,1732278196568281478,AlamHarton18865,https://twitter.com/AlamHarton18865/status/1732278196568281478,,"trenggalek, indonesia",trenggalek,indonesia,
1078,Wed Dec 06 11:44:44 +0000 2023,1732365453744644375,Bersatu demi mewujudkan aspirasi desa: Ratusan Kades Cirebon dukung Prabowo-Gibran.   #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,in,1643816141524201472,1732365453744644375,briannur1995,https://twitter.com/briannur1995/status/1732365453744644375,,"ponorogo, indonesia",ponorogo,indonesia,
1079,Wed Dec 06 06:02:07 +0000 2023,1732279232288653519,Dari komunitas  untuk komunitas: mantan kades dukung Prabowo-Gibran demi kesejahteraan bersama.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,in,1698914198905135104,1732279232288653519,RidzaBiaga,https://twitter.com/RidzaBiaga/status/1732279232288653519,,ponorogo,ponorogo,,
1081,Wed Dec 06 06:06:16 +0000 2023,1732280275667964093,Kesatuan cita-cita: ratusan mantan kades Cirebon mantap dukung Prabowo-Gibran sebagai pilihan rasional  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,in,1698909415188074496,1732280275667964093,TyoNurahman,https://twitter.com/TyoNurahman/status/1732280275667964093,,"pasuruan, jawa timur",pasuruan,jawa timur,
1082,Wed Dec 06 09:34:50 +0000 2023,1732332761271386463,Cermin kepemimpinan: ratusan mantan kades di Cirebon Raya yakin dukung Prabowo-Gibran buat perubahan positif.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,in,1715568422514475008,1732332761271386463,HalimahTutik_,https://twitter.com/HalimahTutik_/status/1732332761271386463,,"malang, jawa timur",malang,jawa timur,
1083,Wed Dec 06 11:37:32 +0000 2023,1732363641650127177,Kebersamaan menciptakan kekuatan! Pemimpin desa dan lurah di Cirebon Raya dukung Prabowo-Gibran.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,in,1671733438603476992,1732363641650127177,ATumiah,https://twitter.com/ATumiah/status/1732363641650127177,,"jember, jawa timur",jember,jawa timur,
1084,Wed Dec 06 05:54:04 +0000 2023,1732277203373891859,Cermin kepemimpinan: ratusan mantan kades di Cirebon Raya yakin dukung Prabowo-Gibran buat perubahan positif.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,in,1704752501688573952,1732277203373891859,AnisaAsanti,https://twitter.com/AnisaAsanti/status/1732277203373891859,,"purworejo, indonesia",purworejo,indonesia,
1085,Wed Dec 06 05:58:02 +0000 2023,1732278202469601583,Refleksi kepemimpinan: ratusan mantan kades Cirebon Raya yakin dukung Prabowo-Gibran buat perubahan positif.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,in,1698994325647155200,1732278202469601583,BapeJillia77413,https://twitter.com/BapeJillia77413/status/1732278202469601583,,"blitar, jawa timur",blitar,jawa timur,
1086,Wed Dec 06 11:59:55 +0000 2023,1732369275841921491,Pilihan bijak: mantan kades Cirebon mantap dukung Prabowo-Gibran  percaya pada fondasi kepemimpinan yang kuat.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,in,1719551592645681152,1732369275841921491,Dwi_Zulldw,https://twitter.com/Dwi_Zulldw/status/1732369275841921491,,blitar,blitar,,
1087,Wed Dec 06 11:51:57 +0000 2023,1732367267583914344,Mantan Kades dan Lurah Cirebon bersatu  dukung Prabowo-Gibran dengan keyakinan yang tak tergoyahkan!   #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,in,1719624753361887232,1732367267583914344,InaAryani343200,https://twitter.com/InaAryani343200/status/1732367267583914344,,"purworejo, indonesia",purworejo,indonesia,
1088,Wed Dec 06 09:36:34 +0000 2023,1732333198301126865,Pilihan bijak: mantan kades di Kota/Kabupaten Cirebon dukung Prabowo-Gibran  percaya pada kepemimpinan yang solid.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,in,1698535280347873280,1732333198301126865,solihin44711,https://twitter.com/solihin44711/status/1732333198301126865,,"malang, jawa timur",malang,jawa timur,
1089,Wed Dec 06 09:40:28 +0000 2023,1732334182544851035,Inspirasi kepemimpinan: mantan kades Cirebon Raya tegaskan dukung mereka buat Prabowo-Gibran  dorong semangat dan integritas  #Parlemen404 PurnaKuwu DukungPragibs https://t.co/BEOxl3ZnVo,0,0,0,0,in,1716366297595088896,1732334182544851035,kevia_lynne,https://twitter.com/kevia_lynne/status/1732334182544851035,https://pbs.twimg.com/media/GAp8wb7bAAA0Dkp.jpg,jombang,jombang,,
1090,Wed Dec 06 05:52:17 +0000 2023,1732276757431292270,Ketegasan jejak kepemimpinan: mantan kades Cirebon Raya mantap dukung Prabowo-Gibran sebagai pemimpin yang diandalkan  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,in,1717076866618793984,1732276757431292270,KinanditaN,https://twitter.com/KinanditaN/status/1732276757431292270,,"bondowoso, indonesia",bondowoso,indonesia,
1091,Wed Dec 06 06:10:21 +0000 2023,1732281302697820413,@ilhamram_dani Mantan Kades Cirebon  dukung Prabowo-Gibran bikin energi positif  #Parlemen404  PurnaKuwu DukungPragibs,0,0,0,0,in,1719214261002706944,1732254949101519054,MonikMahendra,https://twitter.com/MonikMahendra/status/1732281302697820413,,"purworejo, indonesia",purworejo,indonesia,
1092,Wed Dec 06 05:33:38 +0000 2023,1732272062310596884,Terwujud aspirasi: mantan kades di Cirebon Raya bagian gerakan positif dukung Prabowo-Gibran buat masa depan lebih baik.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,in,1704794229208457216,1732272062310596884,tiarajess151,https://twitter.com/tiarajess151/status/1732272062310596884,,kota pasuruan,kota pasuruan,,
1093,Wed Dec 06 09:18:02 +0000 2023,1732328536063754383,Jejak kepemimpinan tegas: mantan kades di Cirebon Raya dukung kuat Prabowo-Gibran jadi pemimpin andal.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,in,1686642771279683584,1732328536063754383,gunawansam98108,https://twitter.com/gunawansam98108/status/1732328536063754383,,"jember, jawa timur",jember,jawa timur,
1094,Wed Dec 06 07:43:02 +0000 2023,1732304628853952931,Jejak kepemimpinan tegas: mantan kades di Cirebon Raya dukung kuat Prabowo-Gibran jadi pemimpin andal.  #Parlemen404 PurnaKuwu DukungPragibs,0,0,0,0,in,1715277228215570432,1732304628853952931,maharanialya22,https://twitter.com/maharanialya22/status/1732304628853952931,,"jombang, indonesia",jombang,indonesia,
1095,Wed Dec 06 11:57:42 +0000 2023,1732368717588361706,ratusan mantan Kades di Cirebon  sepakat untuk dukung Prabowo-Gibran demi wujudkan cita-cita bangsa!,0,0,0,0,in,1719939401298608128,1732368717588361706,hutapea99516,https://twitter.com/hutapea99516/status/1732368717588361706,,madiun,madiun,,
1096,Mon Oct 09 23:13:29 +0000 2023,1711520288243167728,Dibaca yg benar bro.. nggak ada tuh yg bilang kaesang dukung Gibran jadi cawapres Prabowo.. dia hanya menanggapi pertanyaan terkait hal itu n dijawab nunggu keputusan MK .. so frammingnya jgn berlebihan 🙏🏻🙏🏻🙏🏻,0,1,0,1,in,4121124258,1711520288243167728,budisiswa01,https://twitter.com/budisiswa01/status/1711520288243167728,,"kota pasuruan, jawa timur",kota pasuruan,jawa timur,
1097,Wed Dec 06 02:02:07 +0000 2023,1732218833174511959,@bengkeldodo @prabowo @genx36545403 @DediMulyadi71 @JordanMihaf @yosephrosario_ @Royan_02 @bentangnegeri @are_inismyname @florieliciouss @BANGSAygSUJUD @Bank_Joee_ Aku wong kebumen ora sudi dukung prabowo opo maneh gibran asam sulfat,0,1,0,1,in,1242426277,1732052995687555552,teguhyt94,https://twitter.com/teguhyt94/status/1732218833174511959,,"malang, jawa timur",malang,jawa timur,
1098,Tue Dec 12 11:09:58 +0000 2023,1734531031808749585,Bebas  Kate dukung prabowo bebas  Kate dukung Ganjar yo Bebas Kate dukung amin sak karep mu   Tanggal 14 Kate turu ndek omah yo iku yo HAK mu   Penting ojok jotos jotos an wkwkwkwkw,1,2,7,25,in,1512137107795431442,1734531031808749585,Tidakpernahtua,https://twitter.com/Tidakpernahtua/status/1734531031808749585,,"malang, jawa timur",malang,jawa timur,
1099,Tue Dec 12 15:10:01 +0000 2023,1734591441140347156,Anies dukung Prabowo  padahal ada caleg eks koruptor  ini beneran atau settingan? @LJhon86  DebatCapres https://t.co/WsDzChqJUN,0,0,0,0,in,1676821209093378048,1734591441140347156,khaernafeb,https://twitter.com/khaernafeb/status/1734591441140347156,https://pbs.twimg.com/ext_tw_video_thumb/1734591420886134784/pu/img/R0osvqZ-PlqBL03h.jpg,probolinggo,probolinggo,,
1100,Tue Dec 12 15:24:35 +0000 2023,1734595105712152741,Anies dukung Prabowo yang anti-korupsi  tapi kok calegnya eks koruptor ya? @rudymulyana871  DebatCapres https://t.co/olNLJ56xMd,0,0,0,0,in,1676533752502312963,1734595105712152741,DodiSudra,https://twitter.com/DodiSudra/status/1734595105712152741,https://pbs.twimg.com/ext_tw_video_thumb/1734595086133178368/pu/img/kMeCzf8REaxtPn8R.jpg,malang,malang,,
1101,Tue Dec 12 15:32:51 +0000 2023,1734597186107953520,Anies dukung Prabowo  tapi kok calegnya yang eks koruptor ya  membingungkan! @COMMUNITYNFTCRO  DebatCapres https://t.co/g6BbyXaXu8,0,0,0,0,in,1676539525634625537,1734597186107953520,BudimanSus,https://twitter.com/BudimanSus/status/1734597186107953520,https://pbs.twimg.com/ext_tw_video_thumb/1734597164746379265/pu/img/3IH_9SiNaPDBroeL.jpg,pasuruan,pasuruan,,
1102,Fri Dec 08 07:56:28 +0000 2023,1733032783902327269,napas aja dulu deh liat netizen yg masih dukung prabowo @Gilangs93778950 https://t.co/DTfpi7gYXA,0,0,0,0,in,1712837655384522752,1733032783902327269,DeddyIsskandarr,https://twitter.com/DeddyIsskandarr/status/1733032783902327269,https://pbs.twimg.com/ext_tw_video_thumb/1733032753967529984/pu/img/gdH-eDY_nR2zQiIz.jpg,blitar,blitar,,
1103,Fri Dec 08 04:05:01 +0000 2023,1732974536063377663,Abu janda dan @prabowo dukung israel??? Ngeri....,0,0,0,0,in,270303164,1732974536063377663,yp148,https://twitter.com/yp148/status/1732974536063377663,,malang,malang,,
1105,Sun Dec 10 02:41:27 +0000 2023,1733678281285902557,halo kenapa si tetep mau dukung Prabowo Kasus HAMnya udah sesuai faktanya dan belum clear looh @rubysun_00  Pelangar HAM https://t.co/5TnY99I5sP,0,0,0,0,in,1712838280478441472,1733678281285902557,KeissyaaPutrii,https://twitter.com/KeissyaaPutrii/status/1733678281285902557,https://pbs.twimg.com/media/GA9DNN5bQAAN89z.jpg,pasuruan,pasuruan,,
1106,Sun Dec 10 02:39:04 +0000 2023,1733677684956496250,kok bisa yaa masih banyak orang yang masih setia dukung prabowo padhal dia banyak problem sih @sulisywww  Pelangar HAM https://t.co/drsHeRfRhb,0,0,0,0,in,1712837655384522752,1733677684956496250,DeddyIsskandarr,https://twitter.com/DeddyIsskandarr/status/1733677684956496250,https://pbs.twimg.com/media/GA9CqfDboAAyl_W.jpg,blitar,blitar,,
1108,Wed Dec 06 09:08:23 +0000 2023,1732326106420990018,Ulama Dukung Prabowo untuk tuntaskan stunting di Indonesia  #JagaNKRI https://t.co/WdwEG6sWxu,0,0,0,0,in,2758817813,1732326106420990018,explaon,https://twitter.com/explaon/status/1732326106420990018,https://pbs.twimg.com/media/GAp1Z_-bcAAnDwX.jpg,"pasuruan, jawa timur",pasuruan,jawa timur,
1110,Fri Dec 08 07:37:55 +0000 2023,1733028114299748769,@RajaJuliAntoni  untuk dukung prabowo selain harus jadi bodoh syaratnya nambah satu lagi... harus pandai berbohong... @budimandjatmiko,0,0,0,0,in,270303164,1733028114299748769,yp148,https://twitter.com/yp148/status/1733028114299748769,,malang,malang,,
1111,Wed Dec 06 09:08:13 +0000 2023,1732326066356928689,Ulama Dukung Prabowo dalam menentukan sikap politik pada pilpres 2024 #JagaNKRI https://t.co/Ha96ljWut9,0,0,0,0,in,2758817813,1732326066356928689,explaon,https://twitter.com/explaon/status/1732326066356928689,https://pbs.twimg.com/ext_tw_video_thumb/1732261181061210112/pu/img/nun0nGD7IV-H1IaD.jpg,"pasuruan, jawa timur",pasuruan,jawa timur,
1114,Wed Dec 06 09:08:20 +0000 2023,1732326094756573434,Ulama Dukung Prabowo irisan pendukungnya dari dulu adalah tokoh agama muslim #JagaNKRI https://t.co/TsOTCpk4My,0,0,0,0,in,2758817813,1732326094756573434,explaon,https://twitter.com/explaon/status/1732326094756573434,https://pbs.twimg.com/media/GAp1ZV8agAAhXNu.jpg,"pasuruan, jawa timur",pasuruan,jawa timur,
1117,Mon Dec 11 13:52:05 +0000 2023,1734209442240135204,@PartaiSocmed Gue dukung Prabowo asal bu @susipudjiastuti jadi menteri kelautan lagi... Gue pengin liat doi ngancurin kapal2 nelayan asing biar jadi terumbu karang. Skrg perahu2 asing makin merajalela krn menterinya yg skrg gak bisa diharapkan...,0,0,0,0,in,278392473,1734090436380373380,ahyarichenkoACM,https://twitter.com/ahyarichenkoACM/status/1734209442240135204,,"kediri, jawa timur",kediri,jawa timur,
1119,Mon Dec 11 18:50:44 +0000 2023,1734284597524078658,@ruhutsitompul Laahh ?! Lha wong Pak Jokowi dukung Pak Prabowo  berarti elu nggak dukung Pak Jokowi  Bang.... Aneh ini Abangku....,0,0,0,1,in,3003955086,1733984004066648297,yock_sukaryono,https://twitter.com/yock_sukaryono/status/1734284597524078658,,"kota malang, jawa timur",kota malang,jawa timur,
1123,Fri Dec 08 16:06:04 +0000 2023,1733155997366292837,@NOTASLIMBOY Pak @prabowo berhubung anda di dukung sama manusia ini  saya gak akan coblos anda. All In @aniesbaswedan,0,1,0,6,in,1155123866018041856,1733030531020017943,ErickFernandoW,https://twitter.com/ErickFernandoW/status/1733155997366292837,,"malang, jawa timur",malang,jawa timur,
1127,Sun Dec 10 02:37:21 +0000 2023,1733677250560880977,@fefeniaku @PartaiSocmed @prabowo @AgusYudhoyono Mari dukung partai pemroduksi pengangguran online massal nasional hahaha,0,0,0,0,in,82556265,1733333848069755066,kawiwara,https://twitter.com/kawiwara/status/1733677250560880977,,madiun,madiun,,
1137,Wed Dec 06 15:28:57 +0000 2023,1732421880945209786,cewe redflag itu yg gimana sih? cewe redflag itu yg dukung prabowo  titik!,0,0,0,0,in,1511395558464028672,1732421880945209786,apoy_orasepele,https://twitter.com/apoy_orasepele/status/1732421880945209786,,"kota madiun, jawa timur",kota madiun,jawa timur,
1144,Tue Dec 12 13:55:25 +0000 2023,1734572666210660715,liat aje tuh prabowo dalam kasus HAM belom clear malah di dukung aduh masyarakat kita gmn sih @1kemul  Gemoy Penculik  VisiPakbowo KeadilanYgPasti  Jelas MasBowoGibran Tegas https://t.co/9h4FwqGNUi,0,0,0,0,in,1712838280478441472,1734572666210660715,KeissyaaPutrii,https://twitter.com/KeissyaaPutrii/status/1734572666210660715,https://pbs.twimg.com/media/GBJwpSQaIAA9QQi.jpg,pasuruan,pasuruan,,
1193,Sun Dec 10 00:56:53 +0000 2023,1733651968957272383,@PartaiSocmed Saya yakin yang bergerak di dunia bisnis tadinya dukung ganjar atau anies akan mendukung prabowo  satu putaran lah alasan nya yg mereka kejar  karena kalau kalau 2 putaran efek nya juga berdampak ke bisnis.,0,0,0,0,in,1512344952,1733509084316680585,pradipta944,https://twitter.com/pradipta944/status/1733651968957272383,,malang,malang,,
1194,Tue Dec 12 10:51:40 +0000 2023,1734526424604921919,@BPHahahaha @liputan6dotcom Berarti Budiman bodoh  karena dukung prabowo ...,0,0,0,0,in,552553905,1734198630616338694,roti_goreng2805,https://twitter.com/roti_goreng2805/status/1734526424604921919,,malang indonesia,malang indonesia,,
1195,Wed Dec 06 11:48:47 +0000 2023,1732366470683009266,@ilhamram_dani Kades-kades veteran mantap  dukung Prabowo-Gibran dengan hati  #Parlemen404  PurnaKuwu DukungPragibs,0,0,0,0,in,1715352147569803264,1732359908170015180,LusitaYuli59145,https://twitter.com/LusitaYuli59145/status/1732366470683009266,,magetan,magetan,,
1196,Wed Dec 06 09:29:47 +0000 2023,1732331491143950563,@ilhamram_dani Semangat milenial  dukung Prabowo-Gibran!  #Parlemen404  PurnaKuwu DukungPragibs,0,0,0,0,in,1719676863042441216,1732297896757023117,HarjasaSargih,https://twitter.com/HarjasaSargih/status/1732331491143950563,,"jombang, indonesia",jombang,indonesia,
1197,Wed Dec 06 07:35:32 +0000 2023,1732302739273814037,@ilhamram_dani Wow  mantan Kades Cirebon dukung Prabowo-Gibran  seru banget!  #Parlemen404  PurnaKuwu DukungPragibs,0,0,0,0,in,1719648044361347072,1732297896757023117,CayadiPrakoso,https://twitter.com/CayadiPrakoso/status/1732302739273814037,,"malang, jawa timur",malang,jawa timur,
1198,Wed Dec 06 05:55:21 +0000 2023,1732277526775652789,@ilhamram_dani Kades-kades veteran mantap  dukung Prabowo-Gibran dengan hati  #Parlemen404  PurnaKuwu DukungPragibs,0,0,0,0,in,1686670782846664704,1732254949101519054,AlamJejakala,https://twitter.com/AlamJejakala/status/1732277526775652789,,"purworejo, indonesia",purworejo,indonesia,
1199,Wed Dec 06 09:31:57 +0000 2023,1732332037149999432,@ilhamram_dani Dukung Prabowo-Gibran  dukung perubahan positif untuk Indonesia!   #Parlemen404  PurnaKuwu DukungPragibs,0,0,0,0,in,1705428993934311424,1732321511741223000,alannfarhann,https://twitter.com/alannfarhann/status/1732332037149999432,,"malang, jawa timur",malang,jawa timur,
1200,Wed Dec 06 09:41:04 +0000 2023,1732334330914148694,@ilhamram_dani Kita dukung Prabowo-Gibran  biar Indo makin terbaik!   #Parlemen404  PurnaKuwu DukungPragibs,0,0,0,0,in,1717144005706977280,1732321511741223000,TickaVaniaa,https://twitter.com/TickaVaniaa/status/1732334330914148694,,"malang, jawa timur",malang,jawa timur,
1201,Wed Dec 06 11:32:53 +0000 2023,1732362472013898073,@Noviani1Saputri Cirebon Raya booming  mantan pejabat dukung Prabowo-Gibran.  #Parlemen404  PurnaKuwu DukungPragibs,0,0,0,0,in,1651962228780986368,1732357085307027646,MaulanaWahri,https://twitter.com/MaulanaWahri/status/1732362472013898073,,malang,malang,,
1202,Wed Dec 06 07:42:33 +0000 2023,1732304504161468681,@ESawela Ratusan mantan kades dukung Prabowo-Gibran  momentum bagus!  #Parlemen404  PurnaKuwu DukungPragibs,0,0,0,0,in,1681162214063890432,1732296968817520825,renggasept4,https://twitter.com/renggasept4/status/1732304504161468681,,"lumajang, indonesia",lumajang,indonesia,
1275,Wed Dec 06 16:41:49 +0000 2023,1732440216768749887,Kawan-kawan  sebentar lagi kita menyambut pesta demokrasi. Ayo kita jaga kebersamaan dan keharmonisan dalam setiap tahapan pemilihan. Dengan gaya santuy  dukung 02 dan bawa pulang kemenangan untuk Prabowo-Gibran! #GibranMendengar,0,0,0,0,in,623611233,1732440216768749887,Faiz_Aditia_,https://twitter.com/Faiz_Aditia_/status/1732440216768749887,,"kota malang, jawa timur",kota malang,jawa timur,
1286,Wed Dec 06 11:44:49 +0000 2023,1732365475538260255,@ilhamram_dani Kades-kades veteran mantap  dukung Prabowo-Gibran dengan hati  #Parlemen404  PurnaKuwu DukungPragibs,0,0,0,0,in,1715275061719150592,1732359908170015180,uciananda276395,https://twitter.com/uciananda276395/status/1732365475538260255,,nganjuk,nganjuk,,
1287,Wed Dec 06 11:40:47 +0000 2023,1732364457521860780,@ilhamram_dani Kades-kades Cirebon pilih yang oke  dukung Prabowo-Gibran  #Parlemen404  PurnaKuwu DukungPragibs,0,0,0,0,in,1715621882287030272,1732359908170015180,anggia_m96,https://twitter.com/anggia_m96/status/1732364457521860780,,pacitan,pacitan,,
