full_text,text_clean,token,stop,stemmed,polarity_score,polarity
@tempodotco padahal pak anies cm mengutip kalimat yg di utarakan prabowo sendiri saat acara dg mbk nana https://t.co/p4nYpypV5C,padahal pak anies cm mengutip kalimat yg di utarakan prabowo sendiri saat acara dg mbk nana,"['padahal', 'pak', 'anies', 'cm', 'mengutip', 'kalimat', 'yg', 'di', 'utarakan', 'prabowo', 'sendiri', 'saat', 'acara', 'dg', 'mbk', 'nana']","['padahal', 'pak', 'anies', 'cm', 'mengutip', 'kalimat', 'yg', 'utarakan', 'prabowo', 'sendiri', 'acara', 'dg', 'mbk', 'nana']","['padahal', 'pak', 'anies', 'cm', 'kutip', 'kalimat', 'yg', 'utara', 'prabowo', 'sendiri', 'acara', 'dg', 'mbk', 'nana']",-6,negative
Seruan hati nurani! Ratusan Mantan Kades Cirebon dukung Prabowo-Gibran!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/jkX83j02Ww,seruan hati nurani ratusan mantan kades cirebon dukung prabowogibran purnakuwu dukungpragibs,"['seruan', 'hati', 'nurani', 'ratusan', 'mantan', 'kades', 'cirebon', 'dukung', 'prabowogibran', 'purnakuwu', 'dukungpragibs']","['seruan', 'hati', 'nurani', 'ratusan', 'mantan', 'kades', 'cirebon', 'dukung', 'prabowogibran', 'purnakuwu', 'dukungpragibs']","['seru', 'hati', 'nurani', 'ratus', 'mantan', 'kades', 'cirebon', 'dukung', 'prabowogibran', 'purnakuwu', 'dukungpragibs']",1,positive
Amazing saat Pak Prabowo gabung dalam kabinet Pak Jokowi.  Dua sosok luar biasa yang sanggup mengesampingkan ego demi NKRI.  #PrabowoGibranIstimewa,amazing saat pak prabowo gabung dalam kabinet pak jokowi dua sosok luar biasa yang sanggup mengesampingkan ego demi nkri,"['amazing', 'saat', 'pak', 'prabowo', 'gabung', 'dalam', 'kabinet', 'pak', 'jokowi', 'dua', 'sosok', 'luar', 'biasa', 'yang', 'sanggup', 'mengesampingkan', 'ego', 'demi', 'nkri']","['amazing', 'pak', 'prabowo', 'gabung', 'kabinet', 'pak', 'jokowi', 'sosok', 'luar', 'biasa', 'sanggup', 'mengesampingkan', 'ego', 'nkri']","['amazing', 'pak', 'prabowo', 'gabung', 'kabinet', 'pak', 'jokowi', 'sosok', 'luar', 'biasa', 'sanggup', 'samping', 'ego', 'nkri']",-15,negative
Penyerapan aspirasi masyarakat di beberapa wilayah Indonesia akan menjadi bahan untuk penyempurnaan program kerja Prabowo-Gibran #GibranMendengar https://t.co/bM61O856Zp,penyerapan aspirasi masyarakat di beberapa wilayah indonesia akan menjadi bahan untuk penyempurnaan program kerja prabowogibran,"['penyerapan', 'aspirasi', 'masyarakat', 'di', 'beberapa', 'wilayah', 'indonesia', 'akan', 'menjadi', 'bahan', 'untuk', 'penyempurnaan', 'program', 'kerja', 'prabowogibran']","['penyerapan', 'aspirasi', 'masyarakat', 'beberapa', 'wilayah', 'indonesia', 'menjadi', 'bahan', 'penyempurnaan', 'program', 'kerja', 'prabowogibran']","['serap', 'aspirasi', 'masyarakat', 'beberapa', 'wilayah', 'indonesia', 'jadi', 'bahan', 'sempurna', 'program', 'kerja', 'prabowogibran']",-2,negative
@TeddGus @prabowo @gibran_tweet Diwarnai dg tangisan  mudah2 an gk  ngompol juga  🤣🤣🤣 https://t.co/pIhE7WxvkY,diwarnai dg tangisan mudah an gk ngompol juga,"['diwarnai', 'dg', 'tangisan', 'mudah', 'an', 'gk', 'ngompol', 'juga']","['diwarnai', 'dg', 'tangisan', 'mudah', 'an', 'gk', 'ngompol']","['warna', 'dg', 'tangis', 'mudah', 'an', 'gk', 'ngompol']",-2,negative
Ini kenapa akun buzzer Ganjar tiba-tiba banyak yang nyampah di sini ya? Yang nyampah langsung aku block.  Ini yang bikin males sama buzzer Ganjar.  Saya ngasih pandangan kayak gini (twit saya RT) sudah dianggap pendukung Prabowo. Emang nggak lihat ya saya dari tadi malam  saya…,ini kenapa akun buzzer ganjar tibatiba banyak yang nyampah di sini ya yang nyampah langsung aku block ini yang bikin males sama buzzer ganjar saya ngasih pandangan kayak gini twit saya rt sudah dianggap pendukung prabowo emang nggak lihat ya saya dari tadi malam saya,"['ini', 'kenapa', 'akun', 'buzzer', 'ganjar', 'tibatiba', 'banyak', 'yang', 'nyampah', 'di', 'sini', 'ya', 'yang', 'nyampah', 'langsung', 'aku', 'block', 'ini', 'yang', 'bikin', 'males', 'sama', 'buzzer', 'ganjar', 'saya', 'ngasih', 'pandangan', 'kayak', 'gini', 'twit', 'saya', 'rt', 'sudah', 'dianggap', 'pendukung', 'prabowo', 'emang', 'nggak', 'lihat', 'ya', 'saya', 'dari', 'tadi', 'malam', 'saya']","['akun', 'buzzer', 'ganjar', 'tibatiba', 'banyak', 'nyampah', 'sini', 'nyampah', 'langsung', 'aku', 'block', 'bikin', 'males', 'sama', 'buzzer', 'ganjar', 'ngasih', 'pandangan', 'kayak', 'gini', 'twit', 'rt', 'dianggap', 'pendukung', 'prabowo', 'emang', 'lihat', 'tadi', 'malam']","['akun', 'buzzer', 'ganjar', 'tibatiba', 'banyak', 'nyampah', 'sini', 'nyampah', 'langsung', 'aku', 'block', 'bikin', 'males', 'sama', 'buzzer', 'ganjar', 'ngasih', 'pandang', 'kayak', 'gin', 'twit', 'rt', 'anggap', 'dukung', 'prabowo', 'emang', 'lihat', 'tadi', 'malam']",0,positive
Dari #DebatCapres Semalem  bisa disimpulkan begini:  Anies bahas kinerjanya di Jakarta   Ganjar bahas kinerjanya di Jateng  Prabowo bahas kinerja Jokowi🤦‍♀️,dari semalem bisa disimpulkan begini anies bahas kinerjanya di jakarta ganjar bahas kinerjanya di jateng prabowo bahas kinerja jokowi,"['dari', 'semalem', 'bisa', 'disimpulkan', 'begini', 'anies', 'bahas', 'kinerjanya', 'di', 'jakarta', 'ganjar', 'bahas', 'kinerjanya', 'di', 'jateng', 'prabowo', 'bahas', 'kinerja', 'jokowi']","['semalem', 'disimpulkan', 'begini', 'anies', 'bahas', 'kinerjanya', 'jakarta', 'ganjar', 'bahas', 'kinerjanya', 'jateng', 'prabowo', 'bahas', 'kinerja', 'jokowi']","['semalem', 'simpul', 'begini', 'anies', 'bahas', 'kerja', 'jakarta', 'ganjar', 'bahas', 'kerja', 'jateng', 'prabowo', 'bahas', 'kerja', 'jokowi']",16,positive
Ulama Dukung Prabowo dalam menentukan sikap politik pada pilpres 2024 #JagaNKRI https://t.co/Ha96ljWut9,ulama dukung prabowo dalam menentukan sikap politik pada pilpres,"['ulama', 'dukung', 'prabowo', 'dalam', 'menentukan', 'sikap', 'politik', 'pada', 'pilpres']","['ulama', 'dukung', 'prabowo', 'menentukan', 'sikap', 'politik', 'pilpres']","['ulama', 'dukung', 'prabowo', 'tentu', 'sikap', 'politik', 'pilpres']",5,positive
@PartaiSocmed Masalah HAM &amp; papua prabowo lebih mengutamakan asumsi daripada solusi dan doi terlihat emosi dengan tanggapan paslon yg lain. Butuh minum asam sulfat?,masalah ham amp papua prabowo lebih mengutamakan asumsi daripada solusi dan doi terlihat emosi dengan tanggapan paslon yg lain butuh minum asam sulfat,"['masalah', 'ham', 'amp', 'papua', 'prabowo', 'lebih', 'mengutamakan', 'asumsi', 'daripada', 'solusi', 'dan', 'doi', 'terlihat', 'emosi', 'dengan', 'tanggapan', 'paslon', 'yg', 'lain', 'butuh', 'minum', 'asam', 'sulfat']","['masalah', 'ham', 'amp', 'papua', 'prabowo', 'lebih', 'mengutamakan', 'asumsi', 'solusi', 'doi', 'terlihat', 'emosi', 'tanggapan', 'paslon', 'yg', 'butuh', 'minum', 'asam', 'sulfat']","['masalah', 'ham', 'amp', 'papua', 'prabowo', 'lebih', 'utama', 'asumsi', 'solusi', 'doi', 'lihat', 'emosi', 'tanggap', 'paslon', 'yg', 'butuh', 'minum', 'asam', 'sulfat']",-11,negative
Visi misi Prabowo: kabur dan tidak jelas! Ada yang paham? https://t.co/bYTxaKtLhl,visi misi prabowo kabur dan tidak jelas ada yang paham,"['visi', 'misi', 'prabowo', 'kabur', 'dan', 'tidak', 'jelas', 'ada', 'yang', 'paham']","['visi', 'misi', 'prabowo', 'kabur', 'jelas', 'paham']","['visi', 'misi', 'prabowo', 'kabur', 'jelas', 'paham']",-2,negative
Dukungan positif dari mantan pemimpin desa untuk visi Prabowo-Gibran. https://t.co/PXeWe8uA5g,dukungan positif dari mantan pemimpin desa untuk visi prabowogibran,"['dukungan', 'positif', 'dari', 'mantan', 'pemimpin', 'desa', 'untuk', 'visi', 'prabowogibran']","['dukungan', 'positif', 'mantan', 'pemimpin', 'desa', 'visi', 'prabowogibran']","['dukung', 'positif', 'mantan', 'pimpin', 'desa', 'visi', 'prabowogibran']",7,positive
@Menu_Dasi @gibran_tweet @prabowo @ganjarpranowo Gassspol..🤟  #GasssGanjarMahfud,gassspol,['gassspol'],['gassspol'],['gassspol'],0,positive
Pilihan optimis Mantan Kepala Desa: Prabowo-Gibran sebagai pemimpin perubahan positif. https://t.co/EAy81kN6et,pilihan optimis mantan kepala desa prabowogibran sebagai pemimpin perubahan positif,"['pilihan', 'optimis', 'mantan', 'kepala', 'desa', 'prabowogibran', 'sebagai', 'pemimpin', 'perubahan', 'positif']","['pilihan', 'optimis', 'mantan', 'kepala', 'desa', 'prabowogibran', 'pemimpin', 'perubahan', 'positif']","['pilih', 'optimis', 'mantan', 'kepala', 'desa', 'prabowogibran', 'pimpin', 'ubah', 'positif']",-1,negative
Ratusan mantan kades mengiringi Prabowo-Gibran  menciptakan narasi positif untuk Pilpres 2024 https://t.co/4hlmS3wDGf,ratusan mantan kades mengiringi prabowogibran menciptakan narasi positif untuk pilpres,"['ratusan', 'mantan', 'kades', 'mengiringi', 'prabowogibran', 'menciptakan', 'narasi', 'positif', 'untuk', 'pilpres']","['ratusan', 'mantan', 'kades', 'mengiringi', 'prabowogibran', 'menciptakan', 'narasi', 'positif', 'pilpres']","['ratus', 'mantan', 'kades', 'iring', 'prabowogibran', 'cipta', 'narasi', 'positif', 'pilpres']",-3,negative
Prabowo lebih suka bohong daripada bantu petani  nyata kan? https://t.co/Kq7g5o19Tn,prabowo lebih suka bohong daripada bantu petani nyata kan,"['prabowo', 'lebih', 'suka', 'bohong', 'daripada', 'bantu', 'petani', 'nyata', 'kan']","['prabowo', 'lebih', 'suka', 'bohong', 'bantu', 'petani', 'nyata', 'kan']","['prabowo', 'lebih', 'suka', 'bohong', 'bantu', 'tani', 'nyata', 'kan']",-1,negative
@kompascom Prabowo klo d tanya yg mendasar agak sensi dia  untung saja pak Prabowo tdk ngucapkan maksud anda apa maksud anda apa .... hahahaha,prabowo klo tanya yg mendasar agak sensi dia untung saja pak prabowo tdk ngucapkan maksud anda apa maksud anda apa hahahaha,"['prabowo', 'klo', 'tanya', 'yg', 'mendasar', 'agak', 'sensi', 'dia', 'untung', 'saja', 'pak', 'prabowo', 'tdk', 'ngucapkan', 'maksud', 'anda', 'apa', 'maksud', 'anda', 'apa', 'hahahaha']","['prabowo', 'klo', 'tanya', 'yg', 'mendasar', 'sensi', 'untung', 'pak', 'prabowo', 'tdk', 'ngucapkan', 'maksud', 'apa', 'maksud', 'apa', 'hahahaha']","['prabowo', 'klo', 'tanya', 'yg', 'dasar', 'sensi', 'untung', 'pak', 'prabowo', 'tdk', 'ngucapkan', 'maksud', 'apa', 'maksud', 'apa', 'hahahaha']",-4,negative
Solidaritas positif Mantan Kepala Desa: Prabowo-Gibran adalah langkah maju. https://t.co/Yl5sxne1TN,solidaritas positif mantan kepala desa prabowogibran adalah langkah maju,"['solidaritas', 'positif', 'mantan', 'kepala', 'desa', 'prabowogibran', 'adalah', 'langkah', 'maju']","['solidaritas', 'positif', 'mantan', 'kepala', 'desa', 'prabowogibran', 'langkah', 'maju']","['solidaritas', 'positif', 'mantan', 'kepala', 'desa', 'prabowogibran', 'langkah', 'maju']",5,positive
Kisruh Ade Armando dan Imbas ke PSI❗Pendukung Prabowo ini lakukan hal Fatal❗  Alam Ganjar Cleo UNHCR SALMA LAH Myanmar Bantu Teman Butet KOPI GRATIS GTA VI Gunung Marapi The BAT https://t.co/fIVvIXnmjm,kisruh ade armando dan imbas ke psipendukung prabowo ini lakukan hal fatal alam ganjar cleo unhcr salma lah myanmar bantu teman butet kopi gratis gta vi gunung marapi the bat,"['kisruh', 'ade', 'armando', 'dan', 'imbas', 'ke', 'psipendukung', 'prabowo', 'ini', 'lakukan', 'hal', 'fatal', 'alam', 'ganjar', 'cleo', 'unhcr', 'salma', 'lah', 'myanmar', 'bantu', 'teman', 'butet', 'kopi', 'gratis', 'gta', 'vi', 'gunung', 'marapi', 'the', 'bat']","['kisruh', 'ade', 'armando', 'imbas', 'psipendukung', 'prabowo', 'lakukan', 'fatal', 'alam', 'ganjar', 'cleo', 'unhcr', 'salma', 'lah', 'myanmar', 'bantu', 'teman', 'butet', 'kopi', 'gratis', 'gta', 'vi', 'gunung', 'marapi', 'the', 'bat']","['kisruh', 'ade', 'armando', 'imbas', 'psipendukung', 'prabowo', 'laku', 'fatal', 'alam', 'ganjar', 'cleo', 'unhcr', 'salma', 'lah', 'myanmar', 'bantu', 'teman', 'butet', 'kopi', 'gratis', 'gta', 'vi', 'gunung', 'marapi', 'the', 'bat']",-6,negative
I just take a nap and...  D-did i just dreamed Ganjar-Anies did a rap collab to diss Prabowo?,just take nap and ddid just dreamed ganjaranies did rap collab to diss prabowo,"['just', 'take', 'nap', 'and', 'ddid', 'just', 'dreamed', 'ganjaranies', 'did', 'rap', 'collab', 'to', 'diss', 'prabowo']","['just', 'take', 'nap', 'and', 'ddid', 'just', 'dreamed', 'ganjaranies', 'did', 'rap', 'collab', 'to', 'diss', 'prabowo']","['just', 'take', 'nap', 'and', 'ddid', 'just', 'dreamed', 'ganjaranies', 'did', 'rap', 'collab', 'to', 'diss', 'prabowo']",0,positive
@mantriss Anies didukung 4 partai Prabowo didukung 9 partai Ganjar didukung 4 partai  Dengan dukungan 9 partai tapi hasil survei gak sampai 40% itu sebuah pencapaian yang buruk,anies didukung partai prabowo didukung partai ganjar didukung partai dengan dukungan partai tapi hasil survei gak sampai itu sebuah pencapaian yang buruk,"['anies', 'didukung', 'partai', 'prabowo', 'didukung', 'partai', 'ganjar', 'didukung', 'partai', 'dengan', 'dukungan', 'partai', 'tapi', 'hasil', 'survei', 'gak', 'sampai', 'itu', 'sebuah', 'pencapaian', 'yang', 'buruk']","['anies', 'didukung', 'partai', 'prabowo', 'didukung', 'partai', 'ganjar', 'didukung', 'partai', 'dukungan', 'partai', 'hasil', 'survei', 'gak', 'sebuah', 'pencapaian', 'buruk']","['anies', 'dukung', 'partai', 'prabowo', 'dukung', 'partai', 'ganjar', 'dukung', 'partai', 'dukung', 'partai', 'hasil', 'survei', 'gak', 'buah', 'capai', 'buruk']",14,positive
Keputusan mantan Kepala Desa: Prabowo-Gibran adalah jalan untuk perubahan yang kita inginkan https://t.co/3DbVB1a2NL,keputusan mantan kepala desa prabowogibran adalah jalan untuk perubahan yang kita inginkan,"['keputusan', 'mantan', 'kepala', 'desa', 'prabowogibran', 'adalah', 'jalan', 'untuk', 'perubahan', 'yang', 'kita', 'inginkan']","['keputusan', 'mantan', 'kepala', 'desa', 'prabowogibran', 'jalan', 'perubahan', 'inginkan']","['putus', 'mantan', 'kepala', 'desa', 'prabowogibran', 'jalan', 'ubah', 'ingin']",-5,negative
Mantan Kepala Desa yakin  bersama Prabowo-Gibran  kita bisa wujudkan perubahan positif. https://t.co/HCGMOO5hZt,mantan kepala desa yakin bersama prabowogibran kita bisa wujudkan perubahan positif,"['mantan', 'kepala', 'desa', 'yakin', 'bersama', 'prabowogibran', 'kita', 'bisa', 'wujudkan', 'perubahan', 'positif']","['mantan', 'kepala', 'desa', 'yakin', 'bersama', 'prabowogibran', 'wujudkan', 'perubahan', 'positif']","['mantan', 'kepala', 'desa', 'yakin', 'sama', 'prabowogibran', 'wujud', 'ubah', 'positif']",9,positive
Mantan Kepala Desa bersatu padu: Prabowo-Gibran pilihan kami untuk membawa perubahan positif https://t.co/2EZmklttYJ,mantan kepala desa bersatu padu prabowogibran pilihan kami untuk membawa perubahan positif,"['mantan', 'kepala', 'desa', 'bersatu', 'padu', 'prabowogibran', 'pilihan', 'kami', 'untuk', 'membawa', 'perubahan', 'positif']","['mantan', 'kepala', 'desa', 'bersatu', 'padu', 'prabowogibran', 'pilihan', 'membawa', 'perubahan', 'positif']","['mantan', 'kepala', 'desa', 'satu', 'padu', 'prabowogibran', 'pilih', 'bawa', 'ubah', 'positif']",-1,negative
Visi misi Prabowo kayak balon  besar di mulut  tapi cepat bocor! https://t.co/6a2LkwUpHV,visi misi prabowo kayak balon besar di mulut tapi cepat bocor,"['visi', 'misi', 'prabowo', 'kayak', 'balon', 'besar', 'di', 'mulut', 'tapi', 'cepat', 'bocor']","['visi', 'misi', 'prabowo', 'kayak', 'balon', 'besar', 'mulut', 'cepat', 'bocor']","['visi', 'misi', 'prabowo', 'kayak', 'balon', 'besar', 'mulut', 'cepat', 'bocor']",-4,negative
Bersatunya mantan pemimpin desa demi perubahan yang lebih baik bersama Prabowo-Gibran. https://t.co/R6qXomBSoQ,bersatunya mantan pemimpin desa demi perubahan yang lebih baik bersama prabowogibran,"['bersatunya', 'mantan', 'pemimpin', 'desa', 'demi', 'perubahan', 'yang', 'lebih', 'baik', 'bersama', 'prabowogibran']","['bersatunya', 'mantan', 'pemimpin', 'desa', 'perubahan', 'lebih', 'baik', 'bersama', 'prabowogibran']","['satu', 'mantan', 'pimpin', 'desa', 'ubah', 'lebih', 'baik', 'sama', 'prabowogibran']",5,positive
Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo  https://t.co/VT4tq7CrT5.  menerima kunjungan Panglima TNI Jenderal TNI Agus Subiyanto  S.E.  https://t.co/VT4tq7CrT5.  di Mabes Polri  Jakarta Selatan.  #KawalDenganNetral jalannya Pemilu 2024  Wujudkan Demokrasi Sehat,kapolri jenderal polisi drs listyo sigit prabowo menerima kunjungan panglima tni jenderal tni agus subiyanto se di mabes polri jakarta selatan jalannya pemilu wujudkan demokrasi sehat,"['kapolri', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit', 'prabowo', 'menerima', 'kunjungan', 'panglima', 'tni', 'jenderal', 'tni', 'agus', 'subiyanto', 'se', 'di', 'mabes', 'polri', 'jakarta', 'selatan', 'jalannya', 'pemilu', 'wujudkan', 'demokrasi', 'sehat']","['kapolri', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit', 'prabowo', 'menerima', 'kunjungan', 'panglima', 'tni', 'jenderal', 'tni', 'agus', 'subiyanto', 'se', 'mabes', 'polri', 'jakarta', 'selatan', 'jalannya', 'pemilu', 'wujudkan', 'demokrasi', 'sehat']","['kapolri', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit', 'prabowo', 'terima', 'kunjung', 'panglima', 'tni', 'jenderal', 'tni', 'agus', 'subiyanto', 'se', 'mabes', 'polri', 'jakarta', 'selatan', 'jalan', 'milu', 'wujud', 'demokrasi', 'sehat']",10,positive
Dukungan penuh dari mantan pemimpin desa: Prabowo-Gibran adalah solusi untuk perubahan positif. https://t.co/tDmL2aHm0i,dukungan penuh dari mantan pemimpin desa prabowogibran adalah solusi untuk perubahan positif,"['dukungan', 'penuh', 'dari', 'mantan', 'pemimpin', 'desa', 'prabowogibran', 'adalah', 'solusi', 'untuk', 'perubahan', 'positif']","['dukungan', 'penuh', 'mantan', 'pemimpin', 'desa', 'prabowogibran', 'solusi', 'perubahan', 'positif']","['dukung', 'penuh', 'mantan', 'pimpin', 'desa', 'prabowogibran', 'solusi', 'ubah', 'positif']",8,positive
Keberanian mantan pemimpin desa dalam mendukung Prabowo-Gibran: Langkah untuk perubahan positif https://t.co/e3OqTbvhcc,keberanian mantan pemimpin desa dalam mendukung prabowogibran langkah untuk perubahan positif,"['keberanian', 'mantan', 'pemimpin', 'desa', 'dalam', 'mendukung', 'prabowogibran', 'langkah', 'untuk', 'perubahan', 'positif']","['keberanian', 'mantan', 'pemimpin', 'desa', 'mendukung', 'prabowogibran', 'langkah', 'perubahan', 'positif']","['berani', 'mantan', 'pimpin', 'desa', 'dukung', 'prabowogibran', 'langkah', 'ubah', 'positif']",9,positive
Mantan Kepala Desa bersama Prabowo-Gibran  karena kita percaya pada perubahan yang lebih baik https://t.co/hHyvUWqb5X,mantan kepala desa bersama prabowogibran karena kita percaya pada perubahan yang lebih baik,"['mantan', 'kepala', 'desa', 'bersama', 'prabowogibran', 'karena', 'kita', 'percaya', 'pada', 'perubahan', 'yang', 'lebih', 'baik']","['mantan', 'kepala', 'desa', 'bersama', 'prabowogibran', 'percaya', 'perubahan', 'lebih', 'baik']","['mantan', 'kepala', 'desa', 'sama', 'prabowogibran', 'percaya', 'ubah', 'lebih', 'baik']",5,positive
Mantan pemimpin desa berkomitmen untuk mendukung perubahan positif bersama Prabowo-Gibran. https://t.co/oVbZwgzzNc,mantan pemimpin desa berkomitmen untuk mendukung perubahan positif bersama prabowogibran,"['mantan', 'pemimpin', 'desa', 'berkomitmen', 'untuk', 'mendukung', 'perubahan', 'positif', 'bersama', 'prabowogibran']","['mantan', 'pemimpin', 'desa', 'berkomitmen', 'mendukung', 'perubahan', 'positif', 'bersama', 'prabowogibran']","['mantan', 'pimpin', 'desa', 'komitmen', 'dukung', 'ubah', 'positif', 'sama', 'prabowogibran']",8,positive
Mantan pemimpin desa bersatu untuk Prabowo-Gibran: Perubahan positif dimulai dari kita semua https://t.co/uHsP04yb8a,mantan pemimpin desa bersatu untuk prabowogibran perubahan positif dimulai dari kita semua,"['mantan', 'pemimpin', 'desa', 'bersatu', 'untuk', 'prabowogibran', 'perubahan', 'positif', 'dimulai', 'dari', 'kita', 'semua']","['mantan', 'pemimpin', 'desa', 'bersatu', 'prabowogibran', 'perubahan', 'positif', 'dimulai', 'semua']","['mantan', 'pimpin', 'desa', 'satu', 'prabowogibran', 'ubah', 'positif', 'mulai', 'semua']",1,positive
Capres pelanggar HAM? Prabowo! @VeracfPrasetyo  Gemoy Menolak Lupa https://t.co/gMtut3mvhH,capres pelanggar ham prabowo gemoy menolak lupa,"['capres', 'pelanggar', 'ham', 'prabowo', 'gemoy', 'menolak', 'lupa']","['capres', 'pelanggar', 'ham', 'prabowo', 'gemoy', 'menolak', 'lupa']","['capres', 'langgar', 'ham', 'prabowo', 'gemoy', 'tolak', 'lupa']",-6,negative
Semangat segar mantan kades di Kota/Kabupaten Cirebon buat atmosfer positif untuk Prabowo-Gibran https://t.co/zQJzKZgwee,semangat segar mantan kades di kotakabupaten cirebon buat atmosfer positif untuk prabowogibran,"['semangat', 'segar', 'mantan', 'kades', 'di', 'kotakabupaten', 'cirebon', 'buat', 'atmosfer', 'positif', 'untuk', 'prabowogibran']","['semangat', 'segar', 'mantan', 'kades', 'kotakabupaten', 'cirebon', 'buat', 'atmosfer', 'positif', 'prabowogibran']","['semangat', 'segar', 'mantan', 'kades', 'kotakabupaten', 'cirebon', 'buat', 'atmosfer', 'positif', 'prabowogibran']",9,positive
Prabowo-Gibran diiringi oleh suara bulat ratusan mantan kades  membangun perubahan nyata. https://t.co/35Dg8DskDj,prabowogibran diiringi oleh suara bulat ratusan mantan kades membangun perubahan nyata,"['prabowogibran', 'diiringi', 'oleh', 'suara', 'bulat', 'ratusan', 'mantan', 'kades', 'membangun', 'perubahan', 'nyata']","['prabowogibran', 'diiringi', 'suara', 'bulat', 'ratusan', 'mantan', 'kades', 'membangun', 'perubahan', 'nyata']","['prabowogibran', 'iring', 'suara', 'bulat', 'ratus', 'mantan', 'kades', 'bangun', 'ubah', 'nyata']",-3,negative
Suara bulat ratusan mantan kades menciptakan harmoni  mendukung Prabowo-Gibran di Pilpres 2024. https://t.co/qGWwIBNQWL,suara bulat ratusan mantan kades menciptakan harmoni mendukung prabowogibran di pilpres,"['suara', 'bulat', 'ratusan', 'mantan', 'kades', 'menciptakan', 'harmoni', 'mendukung', 'prabowogibran', 'di', 'pilpres']","['suara', 'bulat', 'ratusan', 'mantan', 'kades', 'menciptakan', 'harmoni', 'mendukung', 'prabowogibran', 'pilpres']","['suara', 'bulat', 'ratus', 'mantan', 'kades', 'cipta', 'harmoni', 'dukung', 'prabowogibran', 'pilpres']",-1,negative
Mantan Kepala Desa memilih positif: Bersama Prabowo-Gibran  kita raih kemajuan yang lebih baik. https://t.co/hcQQhRzteY,mantan kepala desa memilih positif bersama prabowogibran kita raih kemajuan yang lebih baik,"['mantan', 'kepala', 'desa', 'memilih', 'positif', 'bersama', 'prabowogibran', 'kita', 'raih', 'kemajuan', 'yang', 'lebih', 'baik']","['mantan', 'kepala', 'desa', 'memilih', 'positif', 'bersama', 'prabowogibran', 'raih', 'kemajuan', 'lebih', 'baik']","['mantan', 'kepala', 'desa', 'pilih', 'positif', 'sama', 'prabowogibran', 'raih', 'maju', 'lebih', 'baik']",7,positive
Dukungan positif mantan pemimpin desa untuk Prabowo-Gibran: Bersama kita raih perubahan yang lebih baik. https://t.co/YtTMzWoXoe,dukungan positif mantan pemimpin desa untuk prabowogibran bersama kita raih perubahan yang lebih baik,"['dukungan', 'positif', 'mantan', 'pemimpin', 'desa', 'untuk', 'prabowogibran', 'bersama', 'kita', 'raih', 'perubahan', 'yang', 'lebih', 'baik']","['dukungan', 'positif', 'mantan', 'pemimpin', 'desa', 'prabowogibran', 'bersama', 'raih', 'perubahan', 'lebih', 'baik']","['dukung', 'positif', 'mantan', 'pimpin', 'desa', 'prabowogibran', 'sama', 'raih', 'ubah', 'lebih', 'baik']",13,positive
@Chaves1305 Video debat tadi malam sdh tersebar di TV  youtube dan media sosial lainnya.  Narasi yg tdk sesuai dgn yg ditonton rakyat itu akan membangun persepsi pendukung Prabowo menyebarkan kebohongan n ini akan menjatuhkan Prabowo sendiri.  Silakan lanjutkan kalau mau menghabisi Prabowo.,video debat tadi malam sdh tersebar di tv youtube dan media sosial lainnya narasi yg tdk sesuai dgn yg ditonton rakyat itu akan membangun persepsi pendukung prabowo menyebarkan kebohongan ini akan menjatuhkan prabowo sendiri silakan lanjutkan kalau mau menghabisi prabowo,"['video', 'debat', 'tadi', 'malam', 'sdh', 'tersebar', 'di', 'tv', 'youtube', 'dan', 'media', 'sosial', 'lainnya', 'narasi', 'yg', 'tdk', 'sesuai', 'dgn', 'yg', 'ditonton', 'rakyat', 'itu', 'akan', 'membangun', 'persepsi', 'pendukung', 'prabowo', 'menyebarkan', 'kebohongan', 'ini', 'akan', 'menjatuhkan', 'prabowo', 'sendiri', 'silakan', 'lanjutkan', 'kalau', 'mau', 'menghabisi', 'prabowo']","['video', 'debat', 'tadi', 'malam', 'sdh', 'tersebar', 'tv', 'youtube', 'media', 'sosial', 'lainnya', 'narasi', 'yg', 'tdk', 'sesuai', 'dgn', 'yg', 'ditonton', 'rakyat', 'membangun', 'persepsi', 'pendukung', 'prabowo', 'menyebarkan', 'kebohongan', 'menjatuhkan', 'prabowo', 'sendiri', 'silakan', 'lanjutkan', 'kalau', 'mau', 'menghabisi', 'prabowo']","['video', 'debat', 'tadi', 'malam', 'sdh', 'sebar', 'tv', 'youtube', 'media', 'sosial', 'lain', 'narasi', 'yg', 'tdk', 'sesuai', 'dgn', 'yg', 'tonton', 'rakyat', 'bangun', 'persepsi', 'dukung', 'prabowo', 'sebar', 'bohong', 'jatuh', 'prabowo', 'sendiri', 'sila', 'lanjut', 'kalau', 'mau', 'habis', 'prabowo']",-12,negative
